tx2,gene.name
transcript/170030,nsrp1
transcript/170031,ptger3
transcript/170032,bckdha
transcript/170034,srl
transcript/170035,tnnt3
transcript/170036,ywhah
transcript/170038,sncgb
transcript/170040,cnga3
transcript/170041,u88
transcript/170043,ndufb8
transcript/170044,dda1
transcript/170045,mrpl4
transcript/170046,snca
transcript/170047,lrp6
transcript/170048,pmt
transcript/170049,uox
transcript/170050,isca2
transcript/170051,skp1
transcript/170052,cd74a
transcript/170054,mybx
transcript/170055,mfap4
transcript/170057,ubqln4
transcript/170058,susd1
transcript/170061,tnnt3
transcript/170062,mylpf
transcript/170063,rhoq
transcript/170064,stmn4
transcript/170066,rap1ab
transcript/170068,igf2r
transcript/170070,ces3
transcript/170071,psma1
transcript/170072,shmt1
transcript/170074,itih2
transcript/170075,srp72
transcript/170078,tnnt3
transcript/170079,col1a1
transcript/170080,rai14
transcript/170081,sco2
transcript/170082,eno3
transcript/170083,trappc4
transcript/170084,enschap00000004736
transcript/170085,rpz2
transcript/170086,trim50
transcript/170088,krt18a.1
transcript/170089,zdbf2
transcript/170090,dnmt3aa
transcript/170091,ckbb
transcript/170093,adam19b
transcript/170094,u88
transcript/170095,enschap00000019511
transcript/170097,rab11al
transcript/170098,tex30
transcript/170099,mrps23
transcript/170100,zp2.2
transcript/170101,phb2
transcript/170102,eif5a
transcript/170103,dmgdh
transcript/170104,minpp1a
transcript/170105,nop14
transcript/170106,enschap00000051355
transcript/170108,pgam1a
transcript/170109,xirp1
transcript/170111,hax1
transcript/170112,dio2
transcript/170113,ass1
transcript/170114,tchh
transcript/170115,cxcl12a
transcript/170116,cfd
transcript/170117,purb
transcript/170118,wdr66
transcript/170119,alyref
transcript/170121,timm8b
transcript/170122,zc3h13
transcript/170124,u2af1
transcript/170125,dnajc21
transcript/170126,psmd6
transcript/170127,u2af1
transcript/170128,si:rp71-45k5.2
transcript/170130,eif4a1a
transcript/170132,stmp1
transcript/170135,prdx1
transcript/170137,tmem187
transcript/170138,cbln10
transcript/170139,agtrap
transcript/170140,slc14a2
transcript/170142,ampd3
transcript/170143,gamt
transcript/170146,rpl27a
transcript/170147,si:dkey-282h22.5
transcript/170148,pttg1ipa
transcript/170149,sbds
transcript/170150,ramac
transcript/170151,cdc42l
transcript/170154,fgg
transcript/170156,igfbp2a
transcript/170157,olfm1b
transcript/170159,cela1
transcript/170160,shox
transcript/170161,cmlc1
transcript/170163,macrod2
transcript/170164,myl12a
transcript/170165,slc41a1
transcript/170167,mob3a
transcript/170168,nrgna
transcript/170169,myss
transcript/170171,si:ch211-161h7.8
transcript/170172,sypa
transcript/170173,rbfox3
transcript/170174,gapdhs
transcript/170175,zgc:175088
transcript/170176,kdm5ba
transcript/170177,si:dkey-48p11.3
transcript/170178,krr1
transcript/170179,arhgap11a
transcript/170180,ptgdsa
transcript/170181,imp4
transcript/170184,ralgps2
transcript/170185,u88
transcript/170187,tpma
transcript/170188,hpcal1
transcript/170189,hmgb1a
transcript/170190,prmt1
transcript/170192,c1orf210
transcript/170194,cfl2
transcript/170195,myl1
transcript/170196,actn3b
transcript/170197,eif3c
transcript/170198,tnnt3
transcript/170199,ap3s2
transcript/170200,si:ch211-156b7.4
transcript/170203,nip7
transcript/170204,vcp
transcript/170205,arpp19
transcript/170206,enschap00000051207
transcript/170207,enschap00000023000
transcript/170208,dnajc21
transcript/170210,cr339041.3
transcript/170213,hbx2
transcript/170214,eif2s3
transcript/170215,mt-nd5
transcript/170216,gpx3
transcript/170218,id2a
transcript/170220,ha19
transcript/170221,tp53bp2
transcript/170222,atp2a1l
transcript/170223,enschap00000038924
transcript/170225,mrpl44
transcript/170227,xrcc2
transcript/170228,kri1
transcript/170229,rab4a
transcript/170231,ssr2
transcript/170233,elovl6
transcript/170234,fetcb
transcript/170235,si:ch211-207k7.4
transcript/170236,tnnt2b
transcript/170237,pip4k2a
transcript/170238,enschap00000023185
transcript/170239,gm4070
transcript/170241,cdk17
transcript/170242,aldh7a1
transcript/170243,ca6
transcript/170244,vdac2
transcript/170245,pebp1
transcript/170246,vimp
transcript/170247,mtfr2
transcript/170250,si:dkey-18j18.3
transcript/170253,si:ch211-180a12.2
transcript/170254,cldn6
transcript/170255,atp5f1c
transcript/170256,snrnp25
transcript/170257,hmgb2
transcript/170258,eef2b
transcript/170259,itih3
transcript/170260,ppib
transcript/170261,arid4b
transcript/170263,ripor1
transcript/170266,vps37d
transcript/170268,spint2
transcript/170269,rfk
transcript/170270,cabz01050249.1
transcript/170272,cd226
transcript/170273,col1a2
transcript/170274,ahnak
transcript/170276,u88
transcript/170277,gpm6aa
transcript/170278,slx1b
transcript/170279,ppp1cb
transcript/170280,psma6b
transcript/170281,rbfox2
transcript/170282,bphl
transcript/170283,arrdc2
transcript/170284,afmid
transcript/170285,zp2.2
transcript/170286,hnrpkl
transcript/170287,si:ch211-270n8.1
transcript/170289,ces3
transcript/170290,mdh2
transcript/170291,aaas
transcript/170292,ptp4a2b
transcript/170293,desma
transcript/170294,pfkma
transcript/170295,eif4ebp3l
transcript/170296,ap2m1a
transcript/170298,mettl21c
transcript/170301,htatip2
transcript/170302,exosc1
transcript/170303,fq976913.1
transcript/170304,apob
transcript/170305,cldn15lb
transcript/170306,sptan1
transcript/170307,tyb12
transcript/170308,ccl25
transcript/170310,med13a
transcript/170311,prdx3
transcript/170312,cxcl12a
transcript/170313,casq1a
transcript/170314,col1a2
transcript/170316,tns3
transcript/170318,tfpi2
transcript/170320,ssgp
transcript/170321,chaf1a
transcript/170322,pfdn5
transcript/170323,si:ch211-284e20.8
transcript/170325,ythdf2
transcript/170327,prom2
transcript/170328,agxta
transcript/170330,stat4
transcript/170331,krt5
transcript/170333,naa10
transcript/170334,enschap00000052357
transcript/170335,cmlc1
transcript/170336,cmlc1
transcript/170338,cyb5d1
transcript/170339,cxcl12a
transcript/170344,ubl4a
transcript/170345,ufd1l
transcript/170346,dcps
transcript/170347,pabpn1
transcript/170348,u88
transcript/170351,dhkm
transcript/170353,si:ch211-149k23.9
transcript/170355,c9orf78
transcript/170356,oplah
transcript/170357,cirbpa
transcript/170358,isyna1
transcript/170359,bc053393
transcript/170360,ndfip2
transcript/170362,spbc215.13
transcript/170363,farsa
transcript/170364,sncga
transcript/170365,zc3h13
transcript/170366,mt-cyb
transcript/170367,acp5a
transcript/170369,kmo
transcript/170370,rab35
transcript/170371,pias1a
transcript/170372,hpgd
transcript/170373,gdi2
transcript/170374,aldh2
transcript/170375,bcap29
transcript/170376,eef1db
transcript/170377,rtn2a
transcript/170378,vsnl1
transcript/170379,kcnip1b
transcript/170381,htd2
transcript/170382,psph
transcript/170383,ltbp2
transcript/170385,mcee
transcript/170386,enschap00000053797
transcript/170388,gm4070
transcript/170389,tnnt2a
transcript/170390,enschap00000001799
transcript/170391,tnnc2
transcript/170392,acta1
transcript/170393,emc10
transcript/170394,rcan2
transcript/170396,si:dkey-170l10.1
transcript/170397,cu929259.1
transcript/170399,sike1
transcript/170401,eef1g
transcript/170402,uox
transcript/170403,irlb-1
transcript/170405,enschap00000002300
transcript/170406,enschap00000017532
transcript/170407,mdh1ab
transcript/170408,hadh
transcript/170409,si:busm1-57f23.1
transcript/170410,tob1b
transcript/170411,enschap00000044956
transcript/170412,spg11
transcript/170413,vegfab
transcript/170415,si:ch211-212k18.8
transcript/170416,enschap00000033254
transcript/170418,ywhaqa
transcript/170419,lin37
transcript/170420,ube2d1b
transcript/170421,capsla
transcript/170422,apoa1
transcript/170423,im:7138535
transcript/170424,eif4a1a
transcript/170425,comtd1
transcript/170426,enschap00000041429
transcript/170427,dota
transcript/170429,mt-nd1
transcript/170430,ttn
transcript/170432,dctn6
transcript/170433,zgc:195173
transcript/170434,eps8l3a
transcript/170437,enschap00000010899
transcript/170438,neb
transcript/170439,sult6b1
transcript/170440,ywhaba
transcript/170442,eif3f
transcript/170443,b9d1
transcript/170444,cirbpb
transcript/170445,sdr16c5a
transcript/170446,tatdn1
transcript/170448,dusp23b
transcript/170451,fahd1
transcript/170453,vmo1b
transcript/170454,enschap00000028363
transcript/170455,cabz01070852.1
transcript/170456,atp1b1a
transcript/170458,faslg
transcript/170459,zgc:65997
transcript/170460,igfbp1a
transcript/170461,psma8
transcript/170462,sf3a3
transcript/170464,glo1
transcript/170465,vcp
transcript/170466,cyb5r2
transcript/170467,khdrbs1a
transcript/170468,snd1
transcript/170469,enschap00000045666
transcript/170470,si:ch211-79k12.1
transcript/170472,arhgef3l
transcript/170473,enschap00000034413
transcript/170475,prvb
transcript/170476,tpma
transcript/170477,nst1
transcript/170479,hspa8b
transcript/170481,unc79
transcript/170482,pygb
transcript/170483,btn2a1
transcript/170484,stx18
transcript/170485,cmc2
transcript/170487,btf3l4
transcript/170488,mertka
transcript/170489,mustn1b
transcript/170490,taf10
transcript/170491,cmlc1
transcript/170492,ecu05_1680
transcript/170493,echdc1
transcript/170494,myadm
transcript/170496,slc4a1a
transcript/170497,u88
transcript/170498,pno1
transcript/170499,glo1
transcript/170500,ctbp1
transcript/170501,zc3h13
transcript/170502,rnpep
transcript/170503,hmgb1a
transcript/170504,foxn1
transcript/170505,fam96a
transcript/170506,mrpl28
transcript/170507,ces3
transcript/170508,enschap00000022182
transcript/170509,apoba
transcript/170510,tmem14ca
transcript/170512,gimap1
transcript/170515,eif5b
transcript/170516,ntn4
transcript/170517,id3
transcript/170518,cops8
transcript/170519,urm1
transcript/170520,tmem167a
transcript/170521,neil1
transcript/170524,plg
transcript/170525,hpxa
transcript/170526,shmt1
transcript/170527,si:ch211-160d14.15
transcript/170528,rhcg
transcript/170530,micos13
transcript/170531,faslg
transcript/170533,cmlc1
transcript/170534,emc10
transcript/170535,enschap00000059538
transcript/170536,mfsd4b
transcript/170537,enschap00000011973
transcript/170538,hhatla
transcript/170539,pik3c2a
transcript/170542,nemp1
transcript/170544,si:ch73-90k17.1
transcript/170545,rabif
transcript/170546,rybpa
transcript/170547,enschap00000039388
transcript/170548,copz1
transcript/170549,got2a
transcript/170550,flj46204
transcript/170551,acsbg3
transcript/170552,spire1a
transcript/170553,atp5g3
transcript/170554,id1
transcript/170556,abcf1
transcript/170557,sema6bb
transcript/170559,adf1
transcript/170560,psma3
transcript/170561,grap2b
transcript/170562,enschap00000037963
transcript/170563,zc3h13
transcript/170564,fam162a
transcript/170565,chmp5b
transcript/170566,enschap00000056664
transcript/170567,arhgap4b
transcript/170568,habp2
transcript/170569,ptgdsa
transcript/170570,ssr2
transcript/170571,cbln11
transcript/170572,psmd2
transcript/170573,mrto4
transcript/170574,col1a2
transcript/170576,zgc:92161
transcript/170577,fam27d1
transcript/170578,enschap00000019621
transcript/170580,dnajb13
transcript/170581,hoxb6a
transcript/170582,nst1
transcript/170583,psmd2
transcript/170584,zgc:165423
transcript/170585,bloc1s2
transcript/170586,mrpl45
transcript/170587,pabpn1
transcript/170588,mrpl28
transcript/170589,enschap00000006712
transcript/170591,acvr2aa
transcript/170593,smad2
transcript/170595,mmadhc
transcript/170596,ppdpf
transcript/170597,zgc:101858
transcript/170598,nst1
transcript/170599,nst1
transcript/170600,alkbh4
transcript/170601,hemgn
transcript/170603,trdn
transcript/170607,zc3h13
transcript/170608,rab35
transcript/170609,dota
transcript/170610,cmc1
transcript/170611,ahi1
transcript/170613,aldh1l1
transcript/170614,apoa1b
transcript/170615,plxnb1a
transcript/170616,prrg2
transcript/170617,enschap00000031514
transcript/170618,tspan18a
transcript/170619,calm1b
transcript/170621,arl6ip1
transcript/170622,ttn
transcript/170623,tpma
transcript/170624,fgf12a
transcript/170627,stub1
transcript/170628,fstl1b
transcript/170629,zgc:123105
transcript/170630,tdo2b
transcript/170631,rbr3
transcript/170632,ybx1
transcript/170634,clfb
transcript/170635,iah1
transcript/170637,abf1
transcript/170638,enschap00000055505
transcript/170639,sncgb
transcript/170640,sncgb
transcript/170641,ubfd1
transcript/170642,enschap00000004027
transcript/170643,spen
transcript/170644,exosc8
transcript/170645,c9
transcript/170646,cfl1
transcript/170647,lgr4
transcript/170649,nst1
transcript/170650,nsrp1
transcript/170651,ywhab
transcript/170652,tnni1b
transcript/170653,cmlc1
transcript/170654,cmlc1
transcript/170657,racgap1
transcript/170658,mylpfa
transcript/170659,tpma
transcript/170660,psmd7
transcript/170661,adss1
transcript/170663,meak7
transcript/170665,mrps36
transcript/170666,nmrk2
transcript/170667,u88
transcript/170668,pcpi
transcript/170670,cldn10
transcript/170671,wtap
transcript/170673,tnni1b
transcript/170675,tagln2
transcript/170676,ckmt2a
transcript/170677,pdlim7
transcript/170678,oaz1a
transcript/170679,ak1
transcript/170680,commd5
transcript/170681,commd1
transcript/170682,cytl1
transcript/170683,btbd8
transcript/170684,spock2
transcript/170685,anp32b
transcript/170686,meig1
transcript/170687,selenoh
transcript/170688,cr382383.2
transcript/170689,mgat4b
transcript/170690,srsf2a
transcript/170691,gpx1
transcript/170692,dusp16
transcript/170693,sephs1
transcript/170697,arg2
transcript/170698,tnnc2
transcript/170699,iscub
transcript/170700,zic1
transcript/170701,lamtor1
transcript/170702,plxna2
transcript/170703,cfl1
transcript/170704,vsnl1b
transcript/170705,eif5b
transcript/170706,snu13
transcript/170707,ddx5
transcript/170709,fthl31
transcript/170710,anxa5b
transcript/170711,cmlc1
transcript/170712,psmg1
transcript/170713,zmynd19
transcript/170715,angptl4
transcript/170716,pnmt
transcript/170717,olfcv3
transcript/170718,tomm20b
transcript/170719,u88
transcript/170720,gda9
transcript/170723,tjp1b
transcript/170725,cdk2ap1
transcript/170727,eif1
transcript/170728,triap1
transcript/170729,cyp8b2
transcript/170730,fh10
transcript/170731,u88
transcript/170732,uggt2
transcript/170734,galnt7
transcript/170735,ndufa4l2a
transcript/170736,pfkma
transcript/170737,mrpl14
transcript/170738,slc8a1
transcript/170740,ncor1
transcript/170741,enschap00000015886
transcript/170742,eef1d
transcript/170743,ltbp2
transcript/170744,ube2d3
transcript/170745,enschap00000003791
transcript/170747,zc3h13
transcript/170748,elocb
transcript/170749,app
transcript/170750,vtg3
transcript/170751,enschap00000044517
transcript/170752,enschap00000032699
transcript/170753,fetub
transcript/170754,habp2
transcript/170756,enschap00000054037
transcript/170757,tpm4
transcript/170758,nst1
transcript/170759,h6
transcript/170760,ndufaf3
transcript/170761,enschap00000059106
transcript/170762,chd3
transcript/170763,ropn1l
transcript/170767,u88
transcript/170770,rpl3
transcript/170773,zgc:77056
transcript/170774,ostc
transcript/170775,myl12.1
transcript/170776,commd7
transcript/170777,kcnh6
transcript/170779,tstd1
transcript/170780,ctnnd1
transcript/170782,elovl6
transcript/170784,calm1b
transcript/170785,rras2
transcript/170786,gata3
transcript/170787,pgk1
transcript/170788,rps19bp1
transcript/170789,sf3b2
transcript/170790,magoh
transcript/170791,mapk10
transcript/170792,enschap00000020754
transcript/170793,3110082i17rik
transcript/170795,enschap00000051309
transcript/170796,mfap4
transcript/170797,cirbpa
transcript/170798,proca
transcript/170799,bhmt2
transcript/170800,arl16
transcript/170801,eif1
transcript/170802,eif3hb
transcript/170803,dazap2
transcript/170804,rnh1
transcript/170805,pol
transcript/170806,rgcc
transcript/170808,abhd6a
transcript/170809,sod2
transcript/170811,si:rp71-1c10.10
transcript/170813,ak9
transcript/170814,tk2
transcript/170815,si:ch211-10a23.2
transcript/170816,cobll1
transcript/170818,tpma
transcript/170819,lin52
transcript/170820,anp32a
transcript/170823,gatc
transcript/170824,polr2gl
transcript/170825,dnph1
transcript/170827,c5
transcript/170830,psap
transcript/170832,cbx8
transcript/170834,rab11fip1b
transcript/170835,mfap4
transcript/170836,clstn2
transcript/170840,spint1
transcript/170841,tpd52l2
transcript/170842,col1a1
transcript/170843,nst1
transcript/170846,gstt1b
transcript/170847,impa1
transcript/170848,atp5f1c
transcript/170849,neb
transcript/170850,ank1a
transcript/170852,usp51
transcript/170853,uprt
transcript/170854,rbm48
transcript/170855,nst1
transcript/170856,nasp
transcript/170857,c8g
transcript/170858,cbln3
transcript/170859,cherp
transcript/170860,ylr154w-f
transcript/170861,enschap00000034855
transcript/170862,enschap00000015809
transcript/170864,p33monox
transcript/170865,loc100909840
transcript/170866,u88
transcript/170867,ttn
transcript/170868,dldh
transcript/170869,selenbp1
transcript/170871,ank1a
transcript/170872,tnnc2
transcript/170874,spc25
transcript/170875,zgc:100918
transcript/170876,ufm1
transcript/170877,sec11a
transcript/170878,sat1
transcript/170879,enschap00000046757
transcript/170880,ubxn7
transcript/170881,tas1r3
transcript/170882,mat1a
transcript/170884,ambp
transcript/170885,tmed8
transcript/170886,tgfbi
transcript/170887,klk6
transcript/170890,nst1
transcript/170892,hdgfrp2
transcript/170895,ube2l3
transcript/170896,myha
transcript/170897,cacna1sb
transcript/170898,ucn3l
transcript/170900,ca4a
transcript/170902,cdc42l
transcript/170903,snrpb
transcript/170904,litaf
transcript/170905,enschap00000058641
transcript/170906,ambp
transcript/170907,nit2
transcript/170911,u88
transcript/170913,cg7358
transcript/170914,clec16a
transcript/170916,hnrnpul1
transcript/170917,mrpl19
transcript/170918,abca4b
transcript/170919,lect2l
transcript/170920,hs3st3b1b
transcript/170922,tnnt3
transcript/170923,nfixb
transcript/170924,hsp90ab1
transcript/170925,linc00094
transcript/170926,ubtd2
transcript/170927,ddb_g0275853
transcript/170928,tpm1
transcript/170929,rex1bd
transcript/170930,eif3f
transcript/170931,si:dkey-48p11.3
transcript/170932,hpxa
transcript/170933,enschap00000042959
transcript/170934,ucmaa
transcript/170935,u88
transcript/170936,tmem134
transcript/170938,gig2e
transcript/170939,steep1
transcript/170940,kif1ab
transcript/170941,rnf24
transcript/170942,elmo1
transcript/170943,cdk2ap2
transcript/170944,acp5a
transcript/170946,csp
transcript/170947,sdc2
transcript/170948,cr388047.3
transcript/170949,upk1a
transcript/170950,hoxa1a
transcript/170952,si:ch211-71m22.1
transcript/170953,ftr53
transcript/170954,haus1
transcript/170955,hoxb10a
transcript/170956,slc35f3
transcript/170957,nckap1
transcript/170959,mir3175
transcript/170960,mbd3b
transcript/170961,mrpl10
transcript/170962,bmp2a
transcript/170963,thoc7
transcript/170964,vldlr
transcript/170965,ppdpfa
transcript/170966,fxr1
transcript/170967,evi5b
transcript/170968,cela1.5
transcript/170969,enschap00000023398
transcript/170970,zgc:195173
transcript/170973,vps29
transcript/170974,rgs2
transcript/170976,u88
transcript/170977,amel
transcript/170978,myom2a
transcript/170979,b2m
transcript/170980,manbal
transcript/170981,eif5b
transcript/170982,ank1a
transcript/170983,impa1
transcript/170984,actn3a
transcript/170985,col1a1a
transcript/170986,ammecr1
transcript/170987,uba1
transcript/170988,mcts1-a
transcript/170989,arpp19
transcript/170990,ap1s2
transcript/170991,si:ch211-284e20.8
transcript/170992,rrm1
transcript/170993,usp24
transcript/170994,zdhhc23b
transcript/170995,apoa2
transcript/170996,serpina1l
transcript/170997,csnk1a1
transcript/170998,sugt1
transcript/170999,zgc:92161
transcript/171000,nst1
transcript/171001,prr13
transcript/171002,notch3
transcript/171003,nmrk2
transcript/171004,cmlc1
transcript/171005,tnnt2a
transcript/171006,nst1
transcript/171007,fabp2
transcript/171008,enschap00000013194
transcript/171009,myss
transcript/171010,tpma
transcript/171012,cdk2ap1
transcript/171013,ino80e
transcript/171014,u88
transcript/171015,si:dkey-197i20.6
transcript/171016,apoh
transcript/171017,u2surp
transcript/171018,mrpl1
transcript/171019,taf11
transcript/171020,plpbp
transcript/171021,myl7
transcript/171022,mob1ba
transcript/171023,mt-nd2
transcript/171024,lrrfip2
transcript/171025,psmb8a
transcript/171027,cirbp
transcript/171029,fbp2
transcript/171031,fgf12b
transcript/171032,c9orf16
transcript/171033,sncb
transcript/171035,u88
transcript/171037,madd
transcript/171038,sh3rf3
transcript/171040,pop5
transcript/171041,enschap00000025275
transcript/171042,angptl3
transcript/171044,rpl4
transcript/171045,ccdc127b
transcript/171046,habp2
transcript/171047,agp9
transcript/171049,magt1
transcript/171050,enschap00000002488
transcript/171051,adra1aa
transcript/171052,dota
transcript/171054,enschap00000014195
transcript/171056,gemin7
transcript/171057,mybbp1a
transcript/171058,u88
transcript/171059,trip12
transcript/171060,ndufa10
transcript/171061,nst1
transcript/171062,tent4b
transcript/171063,selenow2a
transcript/171065,glyatl3
transcript/171066,cbln11
transcript/171067,coro1cb
transcript/171068,cfbl
transcript/171069,zp2.2
transcript/171070,nsdhl
transcript/171072,cct2
transcript/171073,acr
transcript/171074,cox5a
transcript/171076,gsta4
transcript/171077,fgf12b
transcript/171080,dennd5b
transcript/171082,ethe1
transcript/171083,enschap00000031618
transcript/171084,leng1
transcript/171086,tnni1d
transcript/171088,hsd17b10
transcript/171089,tmem14ca
transcript/171092,atrx
transcript/171094,tmem233
transcript/171096,braf
transcript/171097,kxd1
transcript/171099,timm17a
transcript/171100,adra2c
transcript/171101,c3
transcript/171102,selenom
transcript/171103,enschap00000023000
transcript/171104,ndufab1
transcript/171107,mrpl40
transcript/171108,ss18
transcript/171109,rai14
transcript/171111,mtss1lb
transcript/171112,dst
transcript/171113,med26
transcript/171115,fetub
transcript/171116,tfip11
transcript/171118,dpm1
transcript/171119,lmbrd1
transcript/171120,unc13b
transcript/171121,ndufa10
transcript/171122,jarid2a
transcript/171123,ttc38
transcript/171124,u88
transcript/171125,fam96a
transcript/171126,exoc6
transcript/171127,enschap00000026305
transcript/171128,ank1a
transcript/171129,churc1
transcript/171130,col1a1
transcript/171131,capn2l
transcript/171132,ifi30
transcript/171133,psma8
transcript/171134,snrnp35
transcript/171135,sinhcaf
transcript/171136,tmem47
transcript/171138,lipea
transcript/171141,manbal
transcript/171142,npsn
transcript/171143,sarnp
transcript/171144,rtn4a
transcript/171145,tnnc2
transcript/171146,tpma
transcript/171148,mdkb
transcript/171151,denr
transcript/171152,htd2
transcript/171153,pnn
transcript/171154,ssr4
transcript/171155,f5
transcript/171156,cyp3a65
transcript/171159,zgc:101040
transcript/171160,fut7
transcript/171161,enschap00000000527
transcript/171162,pphln1
transcript/171163,mt-co1
transcript/171164,ywhaba
transcript/171165,steep1
transcript/171169,pgap2
transcript/171170,cxcl12a
transcript/171172,rab5c
transcript/171173,celsr1b
transcript/171174,tuba8l2
transcript/171175,app
transcript/171177,magi3
transcript/171178,pop5
transcript/171179,bllf1
transcript/171184,ppl
transcript/171185,zc3h13
transcript/171187,si:ch211-153f2.7
transcript/171188,enschap00000017282
transcript/171189,enschap00000034413
transcript/171190,pdlim5
transcript/171191,myl12a
transcript/171193,si:ch211-153b23.5
transcript/171195,cnbpb
transcript/171198,nst1
transcript/171199,col4a2
transcript/171201,ubn1
transcript/171202,btf3
transcript/171203,psmb5
transcript/171204,c9
transcript/171206,cbln3
transcript/171207,enschap00000051296
transcript/171208,yll066w-b
transcript/171209,atg6a
transcript/171210,oxsr1b
transcript/171211,enschap00000011862
transcript/171212,cxcl12a
transcript/171213,wdr3
transcript/171214,zgc:77056
transcript/171215,rpl14
transcript/171216,cwc27
transcript/171218,dtd2
transcript/171219,sat1
transcript/171220,mrps26
transcript/171222,rpl5
transcript/171223,enschap00000040916
transcript/171224,si:busm1-57f23.1
transcript/171227,st7
transcript/171229,irf2bp2b
transcript/171230,fgf14
transcript/171231,taf10
transcript/171233,hspa8
transcript/171234,gabarap
transcript/171235,etfb
transcript/171236,otulina
transcript/171237,zgc:158432
transcript/171238,rab35
transcript/171239,tnnt3
transcript/171240,zc3h13
transcript/171241,calm1b
transcript/171242,kif5b
transcript/171243,enschap00000060644
transcript/171244,stmn2
transcript/171245,adrm1
transcript/171246,vsnl1
transcript/171247,actb1
transcript/171248,ube2c
transcript/171250,cdk9
transcript/171251,tspan34
transcript/171252,cirbp
transcript/171253,smim14
transcript/171255,taf3
transcript/171256,bmp10l
transcript/171257,csnk1a1
transcript/171258,tnnt3
transcript/171259,lgals17
transcript/171260,spc24
transcript/171261,tpm3
transcript/171262,ppp1r1c
transcript/171263,flj46204
transcript/171264,zbtb8os
transcript/171265,si:dkey-174n20.1
transcript/171266,pnn
transcript/171267,scnm1
transcript/171268,si:dkey-5n18.1
transcript/171270,epx
transcript/171272,skint1
transcript/171273,si:ch211-207d6.2
transcript/171275,lect2l
transcript/171276,tnnt2a
transcript/171277,zgc:101040
transcript/171279,terf1
transcript/171280,mef2aa
transcript/171282,denr
transcript/171285,mych
transcript/171286,polr2b
transcript/171288,zgc:162297
transcript/171289,slc25a1
transcript/171291,ythdc1
transcript/171292,si:ch211-261n11.7
transcript/171293,eif3g
transcript/171294,crip3
transcript/171295,mrpl40
transcript/171296,hipk3b
transcript/171297,cldn3
transcript/171298,pak2
transcript/171299,csnk1a1
transcript/171300,neb
transcript/171301,eef2b
transcript/171302,atp6ap2
transcript/171303,rassf7a
transcript/171304,wdfy3
transcript/171305,enschap00000028105
transcript/171306,gpatch1
transcript/171307,si:ch211-157c3.4
transcript/171308,scp2b
transcript/171309,dap
transcript/171310,ubl3a
transcript/171311,hsp90aa1.1
transcript/171312,pdcd6
transcript/171313,pbdc1
transcript/171314,dpt
transcript/171318,rwdd1
transcript/171320,csnk2b
transcript/171321,ddb_g0274915
transcript/171322,gc
transcript/171323,csl2
transcript/171324,efna1b
transcript/171325,litaf
transcript/171326,bves
transcript/171327,gca
transcript/171328,eef1a1l1
transcript/171330,tspan35
transcript/171331,scn8aa
transcript/171332,rbmx
transcript/171333,olfm1
transcript/171334,cbx3a
transcript/171335,map1lc3c
transcript/171336,rnf181
transcript/171337,enschap00000056093
transcript/171338,actb1
transcript/171340,cenpk
transcript/171344,eef2l2
transcript/171345,pno1
transcript/171346,ttn
transcript/171347,zc3h13
transcript/171349,rbm22
transcript/171350,enschap00000054105
transcript/171351,loc101120969
transcript/171353,prr15lb
transcript/171355,slc38a5b
transcript/171356,adgre5b.3
transcript/171358,noxa1
transcript/171359,pfdn5
transcript/171361,k1c11
transcript/171363,mrps36
transcript/171365,uqcrfs1
transcript/171366,med19a
transcript/171367,actc1a
transcript/171369,cdc42l
transcript/171370,selenok
transcript/171371,enschap00000053846
transcript/171372,dusp28
transcript/171373,2700094k13rik
transcript/171374,apob
transcript/171375,ambp
transcript/171376,apoa2
transcript/171377,gkup
transcript/171378,mibp
transcript/171379,ogt
transcript/171380,tnnt2a
transcript/171383,hyal3
transcript/171384,enschap00000045533
transcript/171385,ube2ib
transcript/171386,mt-cyb
transcript/171387,hspa4b
transcript/171389,smim12
transcript/171390,pfn2
transcript/171391,c6orf120
transcript/171392,pbdc1
transcript/171393,vcpkmt
transcript/171394,cirbp-b
transcript/171395,kng1
transcript/171396,psmd1
transcript/171397,c4a
transcript/171400,prickle2b
transcript/171401,epcam
transcript/171402,tnnt2e
transcript/171403,atp6v0b
transcript/171404,slc50a1
transcript/171405,rcan2
transcript/171406,ranbp1
transcript/171407,enkur
transcript/171408,c4
transcript/171409,c8g
transcript/171410,cpeb4
transcript/171411,eef2l2
transcript/171412,murca
transcript/171413,tnnc2
transcript/171414,myl1
transcript/171415,gas1a
transcript/171417,mtss1
transcript/171418,vkorc1l1
transcript/171419,enschap00000034303
transcript/171420,zp3f.1
transcript/171421,c3orf33
transcript/171422,gstt2
transcript/171424,arhgap1
transcript/171425,hpxa
transcript/171426,psme2
transcript/171427,csp
transcript/171428,crh1
transcript/171429,enschap00000002405
transcript/171430,ak2
transcript/171431,sdhaf2
transcript/171432,zc3h13
transcript/171433,ywhaba
transcript/171434,mdfic
transcript/171435,hla-dqb2
transcript/171436,sepw1
transcript/171437,rplp0
transcript/171438,tnnc2
transcript/171439,rab35
transcript/171442,phtf2
transcript/171443,tjp1a
transcript/171444,coq5
transcript/171445,enschap00000007517
transcript/171446,cfh
transcript/171447,ncbp3
transcript/171448,snrnp70
transcript/171449,gtpbp4
transcript/171452,gnpnat1
transcript/171453,nst1
transcript/171454,dspa
transcript/171456,phtf2
transcript/171457,txndc9
